144.8889,-37.8917,145.0453,-37.7325
144.9993,-37.8759,145.1841,-37.7339
144.9834,-38.0850,145.1563,-37.8374
144.8807,-37.7851,145.5800,-37.2629
144.4577,-37.7761,144.9853,-37.1751
145.1569,-37.9750,145.8784,-37.5260
145.0795,-38.3325,145.7651,-37.8533
144.3336,-38.0046,144.9165,-37.5464
144.6514,-38.5030,145.2617,-38.0674
